hour,activated_up,activated_dn,reserve_up,reserve_dn,act_pct_up,act_pct_dn,price_up_eur_mwh,price_dn_eur_mwh,spot_eur_mwh
2026-03-15T11:00,6.8,197.8,5500,5500,0.1236,3.5964,4.24,-29.65,-7.32
2026-03-15T12:00,14.4,180.3,5200,5200,0.2769,3.4673,11.48,-18.27,-8.4
2026-03-15T13:00,53.8,132.9,5200,5200,1.0346,2.5558,0.96,-18.2,-8.4
2026-03-15T14:00,11.8,413.1,5200,5200,0.2269,7.9442,0.73,-42.4,-8.4
2026-03-15T15:00,12.6,128.4,5200,5200,0.2423,2.4692,6.29,-14.67,-8.4
2026-03-15T16:00,5.9,132.7,5200,5200,0.1135,2.5519,-1.6,-19.8,-8.4
2026-03-15T17:00,19,61.9,5350,5350,0.3551,1.157,119.85,-8.3,-8.4
2026-03-15T18:00,97.6,44,6000,6000,1.6267,0.7333,30.51,-3.39,-3.83
2026-03-15T19:00,372.4,32.1,5950,5950,6.2588,0.5395,283.54,4.27,18.46
2026-03-15T20:00,76.9,184.2,4900,4900,1.5694,3.7592,285.35,-204.95,77.35
2026-03-15T21:00,53.3,42.7,4800,4800,1.1104,0.8896,150.06,84.41,139.19
2026-03-15T22:00,38.5,140.6,4300,4000,0.8953,3.515,203.68,-253.23,140.03
2026-03-15T23:00,99.1,26.6,4000,4000,2.4775,0.665,154.65,56.16,135.11
2026-03-16T00:00,6.1,116.3,4000,4000,0.1525,2.9075,83.65,25.4,103.19
2026-03-16T01:00,10.2,20.2,4400,4400,0.2318,0.4591,51.81,-1.45,27.37
2026-03-16T02:00,35.3,12.4,4000,4000,0.8825,0.31,122.01,2.01,26.62
2026-03-16T03:00,6.2,156.4,4000,4000,0.155,3.91,52.21,-70.52,21.74
2026-03-16T04:00,3.6,106.2,4000,4000,0.09,2.655,22.76,-46.84,19.64
2026-03-16T05:00,14.1,15.3,4000,4000,0.3525,0.3825,106.08,1.05,19.27
2026-03-16T06:00,8.2,262.2,4100,4000,0.2,6.555,54.35,-128.27,22.8
2026-03-16T07:00,218.9,44.5,4800,4600,4.5604,0.9674,321.21,-40.87,51.73
2026-03-16T08:00,147.3,5.5,5000,4900,2.946,0.1122,294.95,17.69,121.32
2026-03-16T09:00,69.2,649.8,5800,5800,1.1931,11.2034,88.69,-932.72,55.08
2026-03-16T10:00,86.9,319.2,5800,5800,1.4983,5.5034,82.91,-759.94,3.25
2026-03-16T11:00,9.6,234.3,5500,5500,0.1745,4.26,17.14,-14.97,-2.46
2026-03-16T12:00,2.5,106,5200,5200,0.0481,2.0385,3.36,-6.3,-4.52
2026-03-16T13:00,57.4,11,5200,5200,1.1038,0.2115,117.94,-0.49,-7.03
2026-03-16T14:00,293.3,33.6,5200,5200,5.6404,0.6462,102.65,-21.83,-5.99
2026-03-16T15:00,259.5,44.7,5200,5200,4.9904,0.8596,106.07,-4.97,-4.01
2026-03-16T16:00,8.2,306,5200,5200,0.1577,5.8846,10.97,-15.25,-3.63
2026-03-16T17:00,52.5,55.4,5350,5350,0.9813,1.0355,43.21,-2.32,-1.67
2026-03-16T18:00,24.9,321.3,6000,6000,0.415,5.355,23.5,-23.15,14.69
2026-03-16T19:00,0,187.9,5950,5950,0,3.158,-5,-16.44,241.54
2026-03-16T20:00,313.7,11.5,4900,4900,6.402,0.2347,365.47,336.85,690.85
2026-03-16T21:00,21.8,95.8,4800,4800,0.4542,1.9958,392.47,322.23,760.92
2026-03-16T22:00,0.6,195.7,4300,4400,0.014,4.4477,341.81,214.25,637.75
2026-03-16T23:00,11.7,33.1,4000,4400,0.2925,0.7523,384.22,252.64,497.03
2026-03-17T00:00,61.9,119.6,4200,4400,1.4738,2.7182,373.76,107.71,387.16
2026-03-17T01:00,1.1,200.8,4400,4400,0.025,4.5636,290.47,206.13,434
2026-03-17T02:00,0.8,241.8,4000,4000,0.02,6.045,270.48,152.02,338.76
2026-03-17T03:00,4.9,162.9,4000,4000,0.1225,4.0725,219.84,117.72,255.56
2026-03-17T04:00,5.8,31.9,4000,4000,0.145,0.7975,175.88,122.33,206.86
2026-03-17T05:00,98.2,25.1,4000,4000,2.455,0.6275,216.23,120.01,192.73
2026-03-17T06:00,2.3,185.9,4100,4000,0.0561,4.6475,185.28,89.71,238
2026-03-17T07:00,4.2,264.3,4800,4600,0.0875,5.7457,225.79,116.27,265.73
2026-03-17T08:00,9.8,159.5,5000,4900,0.196,3.2551,349.95,203.43,431.5
2026-03-17T09:00,48.8,186.7,5800,5800,0.8414,3.219,321.17,70.29,184.22
2026-03-17T10:00,108.7,200.3,5800,5800,1.8741,3.4534,173.13,-28.68,8.81
2026-03-17T11:00,0,0,5500,5500,0,0,0,0,-0.53
2026-03-17T12:00,0,0,5200,5200,0,0,0,0,-3.04
2026-03-17T13:00,0,0,5200,5200,0,0,0,0,-3.82
2026-03-17T14:00,0,0,5200,5200,0,0,0,0,-4.5
2026-03-17T15:00,0,0,5200,5200,0,0,0,0,-5.47
2026-03-17T16:00,0,0,5200,5200,0,0,0,0,-3.83
2026-03-17T17:00,30.8,45.6,5350,5350,0.5757,0.8523,36.95,-3.86,-2.13
2026-03-17T18:00,236.7,146.7,6000,6000,3.945,2.445,218.01,-8.45,13.11
2026-03-17T19:00,317.7,169.2,5950,5950,5.3395,2.8437,420.22,38.17,240.99
2026-03-17T20:00,0.2,235.8,4900,4900,0.0041,4.8122,368.58,314.34,535.85
2026-03-17T21:00,1.2,199.1,4800,4800,0.025,4.1479,337.18,319.52,517.6
2026-03-17T22:00,20.1,415.5,4300,4400,0.4674,9.4432,307.43,146.73,395.79
2026-03-17T23:00,40.9,117.1,4000,4400,1.0225,2.6614,266.85,170.52,279.88
2026-03-18T00:00,0.3,381.7,4200,4400,0.0071,8.675,137.52,17.81,192.71
2026-03-18T01:00,1.6,158.4,4400,4400,0.0364,3.6,211.19,0.18,150.24
2026-03-18T02:00,0,212.1,4000,4000,0,5.3025,45.8,3.61,111.24
2026-03-18T03:00,6.8,41.4,4000,4000,0.17,1.035,131.36,75.96,135.15
2026-03-18T04:00,234,153.2,4000,4000,5.85,3.83,339.24,19.84,114.49
2026-03-18T05:00,165.9,9.1,4000,4000,4.1475,0.2275,273.79,30.73,114.8
2026-03-18T06:00,102.3,53.5,4100,4000,2.4951,1.3375,236.06,30.71,113.6
2026-03-18T07:00,72.9,60.2,4800,4600,1.5188,1.3087,246.21,120.5,207.14
2026-03-18T08:00,9.7,31.7,5000,4900,0.194,0.6469,262.08,159.28,264.24
2026-03-18T09:00,1.1,298.5,5800,5800,0.019,5.1466,154.55,17.67,175.74
2026-03-18T10:00,47.3,287.2,5800,5800,0.8155,4.9517,112.34,-38.74,71.12
2026-03-18T11:00,0,824.8,5500,5500,0,14.9964,0,-287.5,12.05
2026-03-18T12:00,196.4,226,5200,5200,3.7769,4.3462,71.47,-62.68,2.35
2026-03-18T13:00,227,202.1,5200,5200,4.3654,3.8865,37.32,-28.7,0
2026-03-18T14:00,338.7,13.5,5200,5200,6.5135,0.2596,143.03,-0.16,-0.04
2026-03-18T15:00,390.3,15.3,5200,5200,7.5058,0.2942,138.07,-0.01,-0.04
2026-03-18T16:00,216.6,4.1,5200,5200,4.1654,0.0788,44.06,-0.71,0
2026-03-18T17:00,461.5,4.2,5350,5350,8.6262,0.0785,229.16,-2.49,2.41
2026-03-18T18:00,206.7,45.5,6000,6000,3.445,0.7583,148.62,11.69,30.13
2026-03-18T19:00,517.5,9.4,5950,5950,8.6975,0.158,430.5,159.34,164.07
2026-03-18T20:00,384.3,0,4900,4900,7.8429,0,866.97,272.73,256.9
2026-03-18T21:00,222.1,15.5,4800,4800,4.6271,0.3229,355.66,124.56,307.52
2026-03-18T22:00,49.1,199.6,4300,4400,1.1419,4.5364,236.31,76.11,249.25
2026-03-18T23:00,25.9,368.1,4000,4400,0.6475,8.3659,191.98,-87.96,184.86
2026-03-19T00:00,8.2,245.7,4200,4400,0.1952,5.5841,126.41,-28.46,105.08
2026-03-19T01:00,0,604.3,4400,4400,0,13.7341,100.82,-204.56,112.85
2026-03-19T02:00,3.2,133.8,4000,4000,0.08,3.345,98.41,-0.78,105.6
2026-03-19T03:00,126.1,1.3,4000,4000,3.1525,0.0325,278.51,6.07,82.46
2026-03-19T04:00,185.5,2.8,4000,4000,4.6375,0.07,324.39,15.63,60.43
2026-03-19T05:00,8.4,4.1,4000,4000,0.21,0.1025,137.67,16.03,61.44
2026-03-19T06:00,25.9,181.2,4100,4000,0.6317,4.53,149.29,-29.85,93.41
2026-03-19T07:00,2.4,264.4,4800,4600,0.05,5.7478,120.26,-19,117.17
2026-03-19T08:00,23.3,366.5,5000,4900,0.466,7.4796,154.56,-23.05,145.06
2026-03-19T09:00,27.2,143.3,5800,5800,0.469,2.4707,104.86,-8.81,91.4
2026-03-19T10:00,77.8,219.5,5800,5800,1.3414,3.7845,79.36,-46.52,27.35
2026-03-19T11:00,1.9,696,5500,5500,0.0345,12.6545,8.02,-325.36,0
2026-03-19T12:00,25.6,75.8,5200,5200,0.4923,1.4577,9.31,-5.72,-0.01
2026-03-19T13:00,12.9,23.2,5200,5200,0.2481,0.4462,70.76,-4.35,-0.03
2026-03-19T14:00,2,511,5200,5200,0.0385,9.8269,0,-40.62,-0.04
2026-03-19T15:00,244.7,7.6,5200,5200,4.7058,0.1462,53.66,-3.32,-0.02
2026-03-19T16:00,466.2,13.3,5200,5200,8.9654,0.2558,231.72,0.31,0
2026-03-19T17:00,230.5,38.1,5350,5350,4.3084,0.7121,547.8,-4.5,1.34
2026-03-19T18:00,161.7,62.8,6000,6000,2.695,1.0467,219.45,-8.69,49.98
2026-03-19T19:00,40.6,168.4,5950,5950,0.6824,2.8303,143.37,21.15,127.3
2026-03-19T20:00,0.8,405.5,4900,4900,0.0163,8.2755,263.44,90.27,312.19
2026-03-19T21:00,0,184.9,4800,4800,0,3.8521,248.91,147.64,320.49
2026-03-19T22:00,8.1,80.9,4300,4400,0.1884,1.8386,232.98,147.82,255.18
2026-03-19T23:00,3.7,56.9,4000,4400,0.0925,1.2932,206.64,129.77,240.05
2026-03-20T00:00,115.9,35.7,4200,4400,2.7595,0.8114,329.49,72.44,191.9
2026-03-20T01:00,202,12.3,4400,4400,4.5909,0.2795,292.41,18.06,88.34
2026-03-20T02:00,43.7,2.3,4000,4000,1.0925,0.0575,162.52,41.21,117.92
2026-03-20T03:00,178,28.9,4000,4000,4.45,0.7225,185.24,5.82,93.84
2026-03-20T04:00,105.5,13.1,4000,4000,2.6375,0.3275,172.47,1.19,66.89
2026-03-20T05:00,7.4,162.1,4000,4000,0.185,4.0525,99.74,-35.31,94.38
2026-03-20T06:00,0,308.5,4100,4000,0,7.7125,130.68,-33.73,152.53
2026-03-20T07:00,50.5,212.1,4800,4600,1.0521,4.6109,187.53,36.97,183.12
2026-03-20T08:00,121.7,7.5,5000,4900,2.434,0.1531,251.98,105.54,234.11
2026-03-20T09:00,131.2,7.5,5800,5800,2.2621,0.1293,268.78,152.29,196.06
2026-03-20T10:00,111.6,4.1,5800,5800,1.9241,0.0707,227.32,122.36,145.15
2026-03-20T11:00,3.7,478,5500,5500,0.0673,8.6909,40.72,-54.38,78.01
2026-03-20T12:00,3.5,307.4,5200,5200,0.0673,5.9115,4.59,-27.19,15.89
2026-03-20T13:00,1.3,725.6,5200,5200,0.025,13.9538,2.23,-75.62,16
2026-03-20T14:00,140.9,430.9,5200,5200,2.7096,8.2865,37.08,-46.74,5.48
2026-03-20T15:00,146.5,162,5200,5200,2.8173,3.1154,29.12,-13.95,8.96
2026-03-20T16:00,248.2,13.4,5200,5200,4.7731,0.2577,145.71,4.31,13.1
2026-03-20T17:00,12.6,86.7,5350,5350,0.2355,1.6206,41.96,-4.93,44.09
2026-03-20T18:00,37.3,44.2,6000,6000,0.6217,0.7367,151.41,49.97,138.06
2026-03-20T19:00,89.3,17,5950,5950,1.5008,0.2857,344.87,138.09,242.64
2026-03-20T20:00,163.5,8.5,4900,4900,3.3367,0.1735,479.67,227.18,394.88
2026-03-20T21:00,4.3,278.2,4800,4800,0.0896,5.7958,255.08,165.35,380.41
2026-03-20T22:00,9.6,13.8,4300,4400,0.2233,0.3136,284.26,223.29,315.51
2026-03-20T23:00,58.9,5.8,4000,4400,1.4725,0.1318,332.42,168.01,314
2026-03-21T00:00,85.3,7.8,4200,4400,2.031,0.1773,269.12,133.13,267
2026-03-21T01:00,51.3,144.3,4200,4200,1.2214,3.4357,246.33,50.74,233.27
2026-03-21T02:00,3,116.5,4000,4000,0.075,2.9125,267.6,76.37,207.21
2026-03-21T03:00,0.3,189.5,4000,4000,0.0075,4.7375,173.4,62.43,188.88
2026-03-21T04:00,18,7.4,4000,4000,0.45,0.185,196.13,72.33,162.48
2026-03-21T05:00,107.6,6.1,4000,4000,2.69,0.1525,246.94,28.63,164.4
2026-03-21T06:00,344.3,0.9,4000,4000,8.6075,0.0225,313.54,110.82,185.6
2026-03-21T07:00,225.6,1.5,4000,4000,5.64,0.0375,330.87,122.88,225.41
2026-03-21T08:00,198,35.1,4900,4800,4.0408,0.7313,312.82,250.89,227.7
2026-03-21T09:00,0.4,277.1,5800,5800,0.0069,4.7776,159.56,21.93,180.77
2026-03-21T10:00,122.8,36.2,5800,5800,2.1172,0.6241,162.32,19.96,100.69
2026-03-21T11:00,12.4,110.1,5500,5500,0.2255,2.0018,16.17,-3.96,55.26
2026-03-21T12:00,6.9,112.2,5200,5200,0.1327,2.1577,8.42,-6.67,42.6
2026-03-21T13:00,107.5,9,5200,5200,2.0673,0.1731,65.97,-0.19,28.67
2026-03-21T14:00,55.7,16.4,5200,5200,1.0712,0.3154,44.97,-1.19,20
2026-03-21T15:00,6.8,84.5,5200,5200,0.1308,1.625,10.61,-10.16,20
2026-03-21T16:00,152,453.5,5200,5200,2.9231,8.7212,100.07,-34.84,19.86
2026-03-21T17:00,500,8.1,5350,5350,9.3458,0.1514,429.26,14.63,27.85
2026-03-21T18:00,6.4,219.1,6000,6000,0.1067,3.6517,39.16,-12.58,96.98
2026-03-21T19:00,0.6,274.1,5950,5950,0.0101,4.6067,229.42,104.59,263.41
2026-03-21T20:00,26,10.4,4900,4900,0.5306,0.2122,372.01,214.32,372.12
2026-03-21T21:00,0.8,197.6,4800,4800,0.0167,4.1167,257.54,159.55,331.33
2026-03-21T22:00,102.8,39,4300,4000,2.3907,0.975,389.67,135.77,290.58
2026-03-21T23:00,2.4,199.1,4000,4000,0.06,4.9775,262.41,132.95,292.12
2026-03-22T00:00,1,131.2,4000,4000,0.025,3.28,247.79,106.3,243.63
2026-03-22T01:00,2.9,63.9,4200,4200,0.069,1.5214,254.71,161.32,294.66
2026-03-22T02:00,2.9,84.6,4000,4000,0.0725,2.115,245.65,135.15,232
2026-03-22T03:00,11,61.8,4000,4000,0.275,1.545,234.81,94.53,183.52
2026-03-22T04:00,17.8,13.4,4000,4000,0.445,0.335,211.01,61.19,164.8
2026-03-22T05:00,1.1,117.8,4000,4000,0.0275,2.945,164.5,61.79,166.22
2026-03-22T06:00,2.6,169.3,4000,4000,0.065,4.2325,148.74,58.19,157.12
2026-03-22T07:00,1.2,329.5,4000,4000,0.03,8.2375,154.98,32,179.39
2026-03-22T08:00,18.2,209.9,4900,4800,0.3714,4.3729,264.82,85.77,196.06
2026-03-22T09:00,311,64.8,5800,5800,5.3621,1.1172,296.1,17.22,123.27
2026-03-22T10:00,73.4,41.9,5800,5800,1.2655,0.7224,30.26,-8.06,15.26
2026-03-22T11:00,114.1,171.7,5500,5500,2.0745,3.1218,17.13,-15.03,-1.28
2026-03-22T12:00,76.7,11.1,5200,5200,1.475,0.2135,39.22,-0.99,-11.02
2026-03-22T13:00,159.2,13.3,5200,5200,3.0615,0.2558,19.94,-2.14,-5.52
2026-03-22T14:00,131.5,5.6,5200,5200,2.5288,0.1077,12.06,-7.66,-14.12
2026-03-22T15:00,88.2,138.6,5200,5200,1.6962,2.6654,14.06,-9.6,-5.14
2026-03-22T16:00,4.6,201.2,5200,5200,0.0885,3.8692,0.54,-11.3,-3.31
2026-03-22T17:00,1.8,274.3,5350,5350,0.0336,5.1271,-46,-11.46,-3.04
2026-03-22T18:00,79.7,126.8,6000,6000,1.3283,2.1133,29.63,-5.97,0.4
2026-03-22T19:00,77.7,209.3,5950,5950,1.3059,3.5176,58.02,-37.79,53.25
2026-03-22T20:00,84.7,192.9,4900,4900,1.7286,3.9367,317.43,-265.52,205.48
2026-03-22T21:00,2,225.3,4800,4800,0.0417,4.6938,309.03,125,308.9
2026-03-22T22:00,53.3,95,4300,4000,1.2395,2.375,325.72,112.78,243.43
2026-03-22T23:00,194.7,1.5,4000,4000,4.8675,0.0375,334.31,90.19,146.23
2026-03-23T00:00,48,62.1,4000,4000,1.2,1.5525,206.47,7.13,75.9
2026-03-23T01:00,215.5,118.9,4400,4400,4.8977,2.7023,389.85,-31.7,67.39
2026-03-23T02:00,151.7,24.5,4000,4000,3.7925,0.6125,273.66,-1.78,44.24
2026-03-23T03:00,151.1,9.8,4000,4000,3.7775,0.245,302.86,2.14,33.76
2026-03-23T04:00,47.4,216.7,4000,4000,1.185,5.4175,108.99,-60.74,38.31
2026-03-23T05:00,54,82.4,4000,4000,1.35,2.06,108.48,-15.68,44.56
2026-03-23T06:00,99,42,4100,4000,2.4146,1.05,238.13,-13.52,56.64
2026-03-23T07:00,179.9,75.3,4800,4600,3.7479,1.637,378.01,45.34,160.62
2026-03-23T08:00,26.3,127.8,5000,4900,0.526,2.6082,268.57,108,272.21
2026-03-23T09:00,29.6,359.5,5800,5800,0.5103,6.1983,197.84,-22.07,176.41
2026-03-23T10:00,0,1163.3,5800,5800,0,20.0569,-42.13,-2159.59,7.87
2026-03-23T11:00,120.4,427.3,5500,5500,2.1891,7.7691,30.41,-34.12,0
2026-03-23T12:00,4.9,630,5200,5200,0.0942,12.1154,0,-36.79,-0.06
2026-03-23T13:00,72.9,372.8,5200,5200,1.4019,7.1692,6.2,-20.02,-0.08
2026-03-23T14:00,502.1,0.1,5200,5200,9.6558,0.0019,44.69,2.96,-0.04
2026-03-23T15:00,573.9,49.5,5200,5200,11.0365,0.9519,170.79,-1.54,-0.01
2026-03-23T16:00,2.6,255.3,5200,5200,0.05,4.9096,7.68,-19.02,0
2026-03-23T17:00,3.3,589.8,5350,5350,0.0617,11.0243,-38.35,-34.77,2.19
2026-03-23T18:00,28.6,213.6,6000,6000,0.4767,3.56,32.96,-17.04,41.57
2026-03-23T19:00,238.7,14.7,5950,5950,4.0118,0.2471,273.33,146.42,154.01
2026-03-23T20:00,301.5,12.4,4900,4900,6.1531,0.2531,563.04,440.71,430.37
2026-03-23T21:00,25.5,207.9,4800,4800,0.5312,4.3313,360.33,285.17,585.6
2026-03-23T22:00,0.5,227,4300,4400,0.0116,5.1591,300.09,208.39,483.76
2026-03-23T23:00,2.4,235.5,4000,4400,0.06,5.3523,261.98,146.58,390.99
2026-03-24T00:00,3.4,303.5,4200,4400,0.081,6.8977,250.34,93.95,255.82
2026-03-24T01:00,404.4,49.9,4400,4400,9.1909,1.1341,446.94,127.51,269.03
2026-03-24T02:00,87.3,5.8,4000,4000,2.1825,0.145,274.12,166.08,232.6
2026-03-24T03:00,14.6,173.7,4000,4000,0.365,4.3425,210.1,58.24,230.47
2026-03-24T04:00,37.9,51.4,4000,4000,0.9475,1.285,235.68,116.8,233.6
2026-03-24T05:00,10.1,78.6,4000,4000,0.2525,1.965,212.87,137.8,232.56
2026-03-24T06:00,103.3,30.8,4100,4000,2.5195,0.77,307.29,131.67,265.81
2026-03-24T07:00,69.3,32.3,4800,4600,1.4437,0.7022,338.05,212.51,365.69
2026-03-24T08:00,44.9,6.6,5000,4900,0.898,0.1347,393.97,289.6,440.64
2026-03-24T09:00,222.9,433.2,5800,5800,3.8431,7.469,233.83,-22.34,216.53
2026-03-24T10:00,142.7,283.8,5800,5800,2.4603,4.8931,125.01,-23.41,34.02
2026-03-24T11:00,2.2,255,5500,5500,0.04,4.6364,0.8,-14.91,0.84
2026-03-24T12:00,6.1,162.3,5200,5200,0.1173,3.1212,2.63,-7.53,-0.03
2026-03-24T13:00,157.8,229.2,5200,5200,3.0346,4.4077,59.55,-13.13,-0.14
2026-03-24T14:00,202.2,8.1,5200,5200,3.8885,0.1558,50.25,-2.15,-0.04
2026-03-24T15:00,47.1,9.9,5200,5200,0.9058,0.1904,4.92,-0.32,-0.03
2026-03-24T16:00,146.7,23.5,5200,5200,2.8212,0.4519,15.45,1.14,0
2026-03-24T17:00,159.6,14.7,5350,5350,2.9832,0.2748,23.14,-11.9,2.04
2026-03-24T18:00,97.8,117.7,6000,6000,1.63,1.9617,49.46,-9.73,79.06
2026-03-24T19:00,320.7,197.8,5950,5950,5.3899,3.3244,430.76,164.83,267.09
2026-03-24T20:00,104.9,3.9,4900,4900,2.1408,0.0796,493.9,133.7,510.87
2026-03-24T21:00,34.2,115,4800,4800,0.7125,2.3958,447.6,378.97,607.3
2026-03-24T22:00,149.5,17.7,4300,4400,3.4767,0.4023,542.37,368.58,554.95
2026-03-24T23:00,17.5,50.4,4000,4400,0.4375,1.1455,354.92,204.07,413.99
2026-03-25T00:00,28,239.2,4200,4400,0.6667,5.4364,245.49,68.2,259.53
2026-03-25T01:00,79.9,37.6,4400,4400,1.8159,0.8545,239.94,54.17,165.04
2026-03-25T02:00,7.2,143.9,4000,4000,0.18,3.5975,141.21,24.07,140.06
2026-03-25T03:00,13.5,85.3,4000,4000,0.3375,2.1325,174.22,61.3,159.37
2026-03-25T04:00,25.2,112.5,4000,4000,0.63,2.8125,176.28,59.22,140.08
2026-03-25T05:00,0,216.3,4000,4000,0,5.4075,106.21,29.71,140.05
2026-03-25T06:00,32.2,91.4,4100,4000,0.7854,2.285,191.95,41.31,137.59
2026-03-25T07:00,12.2,90.5,4800,4600,0.2542,1.9674,186.62,53.95,128.64
2026-03-25T08:00,196.2,43.4,5000,4900,3.924,0.8857,262.44,66.65,130.67
2026-03-25T09:00,8.7,693.1,5800,5800,0.15,11.95,-14.59,-151.56,63.54
2026-03-25T10:00,80.1,485.6,5800,5800,1.381,8.3724,-8.05,-1568.86,2.93
2026-03-25T11:00,66.1,329.5,5500,5500,1.2018,5.9909,31.63,-24.45,-0.87
2026-03-25T12:00,100.7,35.8,5200,5200,1.9365,0.6885,38.79,-0.98,-3.03
2026-03-25T13:00,176,5.6,5200,5200,3.3846,0.1077,30.7,-0.19,-3.32
2026-03-25T14:00,268.7,101.9,5200,5200,5.1673,1.9596,15.62,-5.73,-3.5
2026-03-25T15:00,364.2,71.3,5200,5200,7.0038,1.3712,42.56,-7.49,-3.49
2026-03-25T16:00,10.8,175,5200,5200,0.2077,3.3654,59.66,-10.86,-3.31
2026-03-25T17:00,184.4,157.3,5350,5350,3.4467,2.9402,80.58,-13.77,-2.01
2026-03-25T18:00,331.7,1.2,6000,6000,5.5283,0.02,168.54,1.4,3
2026-03-25T19:00,193.1,93.4,5950,5950,3.2454,1.5697,154.92,-27.35,37.72
2026-03-25T20:00,202.6,13.5,4900,4900,4.1347,0.2755,257.24,-0.04,122.31
2026-03-25T21:00,4.4,132.5,4800,4800,0.0917,2.7604,161.32,3.42,140.56
2026-03-25T22:00,6.8,70.1,4300,4400,0.1581,1.5932,170.65,28.44,140.05
2026-03-25T23:00,8.9,97.4,4000,4400,0.2225,2.2136,143.39,-33.49,116.87
2026-03-26T00:00,65.3,42.1,4200,4400,1.5548,0.9568,167.83,-12.92,80.16
2026-03-26T01:00,133.7,24.9,4400,4400,3.0386,0.5659,171.04,-12.91,21.2
2026-03-26T02:00,84.1,65,4000,4000,2.1025,1.625,154.82,-21.59,14.31
2026-03-26T03:00,22.6,139.3,4000,4000,0.565,3.4825,31.69,-37.29,14.04
2026-03-26T04:00,62,38.4,4000,4000,1.55,0.96,111.12,-16.28,14.04
2026-03-26T05:00,77.8,28.3,4000,4000,1.945,0.7075,93.82,-7.09,14.04
2026-03-26T06:00,124.5,36.2,4100,4000,3.0366,0.905,132.6,-2.94,13.53
2026-03-26T07:00,5.8,51.3,4800,4600,0.1208,1.1152,65.63,-18.31,15.68
2026-03-26T08:00,119.4,27.3,5000,4900,2.388,0.5571,149.67,-11.06,14.69
2026-03-26T09:00,350.7,3.5,5800,5800,6.0466,0.0603,187.42,-1.45,3.97
2026-03-26T10:00,177.5,72.3,5800,5800,3.0603,1.2466,47.95,-10.31,-2.87
2026-03-26T11:00,250,101.3,5500,5500,4.5455,1.8418,28.62,-16.19,-7.7
2026-03-26T12:00,150.9,201.4,5200,5200,2.9019,3.8731,43.64,-21.01,-8.8
2026-03-26T13:00,3.4,172.3,5200,5200,0.0654,3.3135,32.87,-16.21,-10.48
2026-03-26T14:00,1.2,415.2,5200,5200,0.0231,7.9846,106.83,-36.22,-8.91
2026-03-26T15:00,14.9,289.5,5200,5200,0.2865,5.5673,61.87,-32.21,-11.43
2026-03-26T16:00,3.9,95.2,5200,5200,0.075,1.8308,64.07,-20.38,-11.44
2026-03-26T17:00,15.9,30,5350,5350,0.2972,0.5607,55.59,-9.62,-8.4
2026-03-26T18:00,662.7,0.6,6000,6000,11.045,0.01,205.09,-3.94,-2.14
2026-03-26T19:00,508.9,3.9,5950,5950,8.5529,0.0655,319.89,4.36,7.03
2026-03-26T20:00,221.6,53.3,4900,4900,4.5224,1.0878,296.06,46.82,75.79
2026-03-26T21:00,41.9,61.7,4800,4800,0.8729,1.2854,232.11,29.66,140
2026-03-26T22:00,77.4,40,4300,4400,1.8,0.9091,200.34,13.38,117.57
2026-03-26T23:00,8,24.8,4000,4400,0.2,0.5636,204.33,3.61,60.65
2026-03-27T00:00,45.8,176.2,4200,4400,1.0905,4.0045,56.62,-48.3,27.69
2026-03-27T01:00,385.5,21,4400,4400,8.7614,0.4773,245.88,-3.54,21.35
2026-03-27T02:00,31.7,28.9,4000,4000,0.7925,0.7225,100.56,-13.7,13.65
2026-03-27T03:00,286.8,29.6,4000,4000,7.17,0.74,161.71,-20.1,11.27
2026-03-27T04:00,77,119.8,4000,4000,1.925,2.995,45.43,-43.94,10.67
2026-03-27T05:00,4.7,206.9,4000,4000,0.1175,5.1725,-4.37,-99.5,9.83
2026-03-27T06:00,18,41.4,4100,4000,0.439,1.035,112.81,-59.93,8.45
2026-03-27T07:00,12.3,166.3,4800,4600,0.2563,3.6152,82.5,-125.1,14.85
2026-03-27T08:00,64.1,40,5000,4900,1.282,0.8163,110.63,-11.82,27.48
2026-03-27T09:00,159.5,38.4,5800,5800,2.75,0.6621,128.08,-5.47,4.46
2026-03-27T10:00,8.6,556.8,5800,5800,0.1483,9.6,-15.74,-219.34,-3.61
2026-03-27T11:00,7.8,108.7,5500,5500,0.1418,1.9764,41.72,-14.42,-9.82
2026-03-27T12:00,39.2,20.8,5200,5200,0.7538,0.4,9.66,-8.35,-16.5
2026-03-27T13:00,5.1,98,5200,5200,0.0981,1.8846,0,-13.41,-20
2026-03-27T14:00,2.7,138.8,5200,5200,0.0519,2.6692,12.97,-12.35,-20
2026-03-27T15:00,5.8,158.9,5200,5200,0.1115,3.0558,25.36,-13.6,-20
2026-03-27T16:00,0.5,610.1,5200,5200,0.0096,11.7327,-12.5,-34.3,-19
2026-03-27T17:00,1.1,449.6,5350,5350,0.0206,8.4037,-51.96,-21.3,-11.3
2026-03-27T18:00,313.5,108.1,6000,6000,5.225,1.8017,207.61,-10.34,-2.13
2026-03-27T19:00,81.1,183.2,5950,5950,1.363,3.079,111.07,-26.11,19.84
2026-03-27T20:00,44,235.7,4900,4900,0.898,4.8102,218.85,-0.21,120.41
2026-03-27T21:00,21.3,16.9,4800,4800,0.4438,0.3521,248.52,125.68,249.6
2026-03-27T22:00,6.7,17.8,4300,4400,0.1558,0.4045,177.91,99.96,209.72
